Content;Label
Kenal aplikasi dari webinar kantor, dengan mengangkat tema imun tubuh. Pola makan 4 sehat 5 sempurna. Mau nyoba ini aplikasi dulu. Semoga bagus sih.;Positif
Sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok❤;Positif
Kenapa harus pake pin segala kan susah;Negatif
Leor;Negatif
Sangat memuaskan;Positif
Pengisian tanggal lahir kenapa cuma sampai tahun 2015? Saya daftarkan asuranis anak jadi ga bisa;Negatif
Keren banget aplikasinya. Aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika WFH, suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah, sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya.;Positif
sudah download dan mencoba konsultasi tp jaringan menyambungkan terus, padahal disini sinyal full, sudah menulis pesan tp nggk di respon sama dokternya, auto uninstall deh;Negatif
Menjadi mitra dokter umum konsultasi apakah bisa? Syaratnya? Tks;Positif
Kok aplikasinya muter2 Mulu sih di hp saya 🥺🙄🙄🙄;Negatif
Keren;Positif
responya cepat.. dokternya juga sangat ramah, penyampaiannya juga sangat jelas.. sangat membantu sekali. trimakasih banyak dok;Positif
Udah download, cr menu belanja obat, ga ada pdhl di keterangan nya ada. Auto uninstall;Negatif
bagus banget dokternya juga ramah;Positif
Tidak bisa mendownload resep, aplikasinya loading muter2 aja;Negatif
bagus;Positif
Cukup puas dengan pelayanan dokter nya.dan rama juga dokter soni hartono nya;Positif
Aplikasinya sangat bagus, dan bermanfaat buat saya. Cara pakainya mudah dan gak ribet. Kalian wajib download 😍;Positif
Paling mudah dan bener2 free untuk pertama x nya;Positif
Kesan pertama yang saya nilai, aplikasinya bagus, dokter yang memberikan saran pun sangat baik dan banyak memberi masukan yang positif, terima kasih YesDok;Positif
"Sangat bermanfaat sekali...Terimakasih Yes Dok....selalu dapat konsultasi geratis...terus dokter""nya sangat ramah ..🤗";Positif
Konsultasi dengan dokter oke, tapi saat akan melakukan pemesanan obat di K24 area tidak tercover , padhal saya diarea Sidoarjo dan Surabaya.. sekarang tau2 transaksi sudah selesai.. kecewa !;Negatif
Sangat bermanfaat aplikasinya;Positif
Ok good;Positif
Terimakasih ya..😀😀;Positif
Ga jls mau ke dokter mata uda nungguin tiba2 di cancel dokter tidak bisa menghubungi telek bener2 uang dipotong 10 rb malah uda 2 x jdi 20 rb aplikasi saya pantengin biar ga meleset waktunya;Negatif
Terimakasih YesDok;Positif
Aplikasi mau di buka suruh perbarui terus...gk guna;Negatif
Great app;Positif
Bermanfaat sekali;Positif
Sangat memuaskan;Positif
Terbaik;Positif
Awalnya minta bayar 35rb. Begitu di tambahkan kartu kredit malah naik jadi 70rb. Gila. Pemerasan kelas kakap.;Negatif
Halo doktet nama saya i nyoman sunada;Positif
Baru mencobanya, saya harap ini bisa membantu dengan mudah 🙏👍🏽;Positif
bagaimana kaiau mengikuti yes dok saya belum faham mohon d iberi tau;Positif
Sayangnya gak ada dokter spesialis saraf.;Negatif
Aplikasi ini sangat membantu sekali pas lg isoman . Namun sayang sekali rekanan apotiknya K-24 sangat² buruk pengiriman obat lama , sekalinya dikirim obatnya ga sesuai pesanan . Pesan 2 botol dikirim 1 botol . Udh komplain dan chat K-24 tidak ada balasan . Sampai saat ini dana pun belum dikembalikan. Saran saya agar yesdok bekerja sama dengan banyak apotik biar ketersediaan dan pelayanan cepat . jadi customer lebih cepat dapat obatnya . Terimakasih 🙏;Positif
Sangat membantu;Positif
Asslamualikun, apakah di yes dokter bisa membuat surat keterangan kesehatan dari dr spesialis kejiwaan?;Positif
Perlu pengembangan lagi broh, saya tinggal di bekasi, di bekasi banyak banget apotek K24, tapi ko pengiriman obatnya dari apotek K24 semarang, ada ada aja;Negatif
Gila lama banget beli obat di sini tebus resep katanya 3 smpe 7 hari dr tgl 6 smpai skrg blm dikrim jg obt ny,bisa mati orang kalau udah butuh obat bgd😠;Negatif
suka dengan yesdok ini bagus gampai pakainya;Positif
1x coba untuk yang isoman, Alhamdulillah terbantu.;Positif
"Terimakasih dokter yes dok Alhamdulillah setelah saya konsultasi akibat naafas saya yang enggap""an dan saya di suruh cek ke RSUD naafas saya kembali normal, terimakasih atas sarannya dok semoga dokter sehat selalu panjang umur...";Positif
aplikasi yang sangat membantu;Positif
Min tolong dong jangan 7 menit doang tambahin waktunya soalnya sangat tidal cukup jadi 15-30mnt kek;Positif
sangat bermanfaat dan murah meriah;Positif
Kenapa daftar asuransi great eastern disini selalu gagal ya ? Selalu muncul pesan error 'pengguna tidak di temukan';Negatif
Ok;Positif
Kenapa foto KTP di PP saya ga muncul😭;Negatif
Aplikasi ini sangat membatu saya dalam masa yang sdang kita alami;Positif
Sekali konsul lancar. Konsul berikutnya koneksi terputus dari pihak dokter, dana dikembalikan tapi kudu nunggu 3 hari dulu! Itu juga dipotong admin 2rb,sebelumnya kena biaya admin 1500, oke fine. Setelah itu besoknya saya konsul dibilang saya gag angkat telpon padahal jelas2 saya tidak ditelpon! Lah wong saya dah nungguin dari 15 menit sebelum mulai. Trus tau2 lngsung dibilang dokter gagal telpon. Wtf. Tau2 pula dipotong dah tuh duid pendaftaran jd 75%. Yaaa yang bener ajalah kalau cari duit.;Negatif
Aplikasi yes dok sangat membantu saya untuk berkonsultasi tanpa harus keluar rumah;Positif
mengecewakan,;Negatif
Sangat bermanfaat sekali,apalgi di masa pandemi seperti ini tidak perlu keluar untuk berobat;Positif
Alhamdulillah terbantu sekali dengan aplikasi ini, udah 2 tahun dapet terus free konsultasi apresiasi karena ultah dari yesdok. Seneng banget, di saat genting butuh buat konsultasi ke dokter tanpa harus keluar di saat seperti ini, yesdok terbaik. Semoga semakin sukses dan semoga lebih baik ke depannya. Terima kasih yesdok.;Positif
Nyesel download yes dok. registnya rumit harus ada ktp, pas di scan ga ke detect.;Negatif
proses log in mudah, bisa konsultasi dengan ahlinya langsung, namun sayang konsultasi ini berbayar, dan aplikasi ini harus sesering mungkin di update agar mendapatkan hasil yang maksimal dan demi keyamanan pelanggan Yesdok memang tidak bisa dan tidak akan pernah bisa menggantikan jasa dokter konvensional. Namun dengan tarifnya yang sangat terjangkau, Yesdok menjadi pilihan terjangkau untuk mendapatkan rekomendasi obat dan informasi umum seputar kesehatan.;Positif
aplikasi yes dok menurut saya sangat mempermudah pengguna untuk konsultasi dengan dokter tanpa harus keluar rumah dan harganya pun sangat terjangkau, tapi tidak enaknya aplikasi yes dok menurut saya saat login yes dok sedikit mempersulit karena login nya sedikit rumit;Positif
Yesdok login bisa dilakukan dengan mudah yaitu bis menggunakan email ataupun melalu facebook, namun aplikasi Yesdok ini agak lemot dan untuk pertama kali buka aplikasi Yesdok ini kita harus update lagii dan didalam aplikasi Yesdok ini banyak fiturnya dan memungkinkan pengguna agak kebingungan menggunakan aplikasi tersebut tetapi didalamnya sudah lumayan lengkap;Positif
Aplikasi yang sangat membantu dan memudahkan untuk mengontrol kesehatan apalagi selama masa pandemi seperti sekarang ini, dimana orang-orang masih takut untuk keluar rumah. Aplikasi ini berisi fitur yang cukup lengkap dan sangat informatif, dengan ketersediaan dokter umum dan spesialis berbagai macam penyakit. Aplikasi mudah diakses dan lancar.;Positif
Aplikasi yes dok menang sangat mempermudah untuk berkonsultasi dengan dokter tanpa harus keluar rumah. Dengan tarifnya yang terjangkau, yesdok menjadi pilihan untuk berkonsultasi, tetapi menurut saya untuk login masuk daftar aplikasi yesdok sedikit lebih rumit.;Positif
lemot dan berbyr lumyn;Negatif
keren saya bisa tau penyakit saya dengan cepat;Positif
Aplikasi ini sangat bermanfaat di era pandemik seperti ini, kita bisa konsultasi sama dokter tanpa perlu bertemu dan juga dokter-dokter ramah semua.;Positif
bagus skali sangat membantu.;Positif
Applikasi yang sangat bermanfaat 😇;Positif
Sangat bermanfaat dan bagus banget bisa Vidio call juga sama dokternya ada nasihat dan rekomendasi obat dari dokter juga , terima kasih.;Positif
Sayang sekali tidak ada Dr. Spesialis Anak;Positif
Mengesalkan, saya sakit butuh obat segera tanpa keluar rumah,setelah konsultasi dan rekomendasi obat dr dokter keluar, obat tdk tersedia di apotek K24 disarankan keapotik terdekat, setelah menunggu beberapa jam baru tersedia dan ketika order utk pilihan pengiriman hy durasi 3-7hr yg bisa dipilih.padahal dikota medan byk apotik k24. Akhirnya keluar kantor juga utk order obat langsung di k24, saat order disana jg tetap hrs pilih durasi pengiriman dan yg tersedia hy pengiriman 3-7hr.KECEWA;Negatif
Sangat membantu disaat sedang tifak bisa kemana mana saat pandemi ini terimaksih👍;Positif
;Positif
Aplikasi in sngat membantu..gk prlu kluar rmah...mksih yesdok;Positif
"Alhamdulillah aplikasi ini sangat bagus, memberikan informasi"" teraktual menambah wawasan tentang kesahatan. Dan memudahkan kita untuk Konsul ke orang"" yang tepat.";Positif
Setiap tahun cuma YesDok yang selalu paling awal untuk ngucapin Ulang tahun dong 👍👍👍👍,😂😂😂;Positif
Ga cuma bisa konsultasi by chat aja sama dokter di YesDok. Bisa video call dan beli obat juga buat yang butuh check up ke dokter tanpa perlu antri;Positif
Aplikasi yang sangat membantu sekali. Bisa dengan mudah konsultasi secara online pada saat mendesak;Positif
Ga ada keraguan lagi deh pake YesDok karena kualitas dari dokternya sangat terjamin;Positif
Dijamin digital sekarang ini memang sangat butuh kecepatan dalam pelauanan, yesdok hadir dengan konsultasi yang mudah dalam hape aja;Positif
Saat butuh konsultasi dokter tapi mager ke rumah sakit sangat Membantu banget ni yesdok;Positif
Beruntung temen punya aplikasi YesDok jadi pas saya sakit bisa dibantuin deh;Positif
Mantap banget, aplikasi yang sangat membantu. Apalagi untuk aku yang jauh dari akses rumah sakit atau klik. Supaya lebih praktis. Apalagi ini stand bye 24 jam.;Positif
Pelayanan dokter dan obat aplikasi Yesdok udah mirip rumah sakit kekinian;Positif
Baik;Positif
beruntung punya aplikasi YesDok bisa konsultasi kedoktertanpa perlu antri;Positif
Aku kira cuma bisa konsultasi online aja guys ternyata bisa sampai ke tahap pembelian obat. ga cape2 lagi deh untuk keluar rumah!! Great Job YesDok;Positif
Bulan lalu takut mau ke dokter takut tertular gitu deh. tapi udah lega bisa konsultasi online dengan dokter di YesDok.;Positif
Ga cuma konsultasi by chat aja sama dokter di YesDok. Bisa juga video call jadi buat kalian yang butuh check up ke dokter tanpa perlu antri langsung pake YesDok;Positif
Pertama nya takut dokter online kalau asal aja jawab konsultasi nya.ehh Ternyata di YesDok beda banget banget. Kualitas dokter terjamin guys;Positif
Seneng banget dengan YesDok ada fitur playback nya yang sangat membantu aku untuk melihat lihat lagi kalau kelupaan;Positif
Pengalaman pake YesDok ga nyesel deh. Malam-malam aku atau keluarga butuh konsultasi aja masih bisa dilayani;Positif
Apapun keluhannya pasti YesDok solusinya. Dokter-dokter dari YesDok dijamin profesional dan terpercaya, selalu cepet sembuh sama dokter2 YesDok;Positif
Baru pertama kali aku pake aplikasi YesDok, aku langsung jatuh cinta sama pelayanannya fast respon dan bisa diandalkan;Positif
Seneng banget pake aplikasi YesDok, konsultasi jadi mudah dan bisa sambil video call an sama dokternya;Positif
Aplikasi YesDok sangat recommended banget deh buat kamu. Bisa konsultasi konsultasi gratis sampai pembelian obat juga;Positif
Pake aja aplikasi YesDok guyss, dapat rangkuman langsung konsultasi yang lengkap deh pokoknya;Positif
Seneng banget bisa ngobrol langsung dengan dokter pilihan kita sendiri. YesDok pelayanannya memang premium!!;Positif
Benar-benar terbukti manfaat dari aplikasi ini, sangat berguna bagi siapapun yang ingin berkonsultasi 24 jam nonstop. Yesdok juga terbukti sangat ramah. Bagusss dehhh!!!;Positif
Semenjak ada wabah virus, aku makin takut kemana-mana apalagi ke rumah sakit. Tapi, di sisi lain, aku juga butuh konsultasi ke dokter kalau sewaktu-waktu sakit. Untung aja ada aplikasi YesDok. Aku tinggal rebahan, ada internet, buka aplikasi, aku bisa tanya langsung sama dokter. Gampang banget!;Positif
Aplikasi YesDok gampang banget deh dipakenya dengan tampilan yang bagus jadi tau gimana caranya kita konsultasi online;Positif
Beruntung punya aplikasi yessdok. Bisa konsultasi. Ke dokter tanpa antri;Positif
Ga salah deh pilih aplikasi YesDok. Tampilan aplikasi nya sangat bagus dan beda sama yang lain;Positif
Ga usah ragu lagi deh pake YesDok karena kualitas dokter terjamin.. kerennn;Positif
Cukup dengan membaca artikel aja bisa dapat konsultasi gratis. YesDok top bgt, recommended;Positif
Pake aplikasi YesDok dapat rangkuman konsultasi yang lengkap.. kereeenn;Positif
Kemaren cuma baca artikel aja di YesDok eh malah dapat konsultasi gratis. Terima kasih YesDok, kereenn;Positif
kereeen Berasa punya dokter pribadi deh pake aplikasi YesDok. Bisa konsultasi video call juga. mantapp;Positif
thankyouu YesDok memang aplikasi yang sangat bagus dan membantu kami bangsa indonesia yang sedang susah;Positif
YesDok sangat membantu kami untuk konsultasi dokter dengan mudah dan cepat;Positif
Terima kasih YesDok sudah menjawab semua keluhan kesehatan saya di tengah pandemi seperti sekarang ini;Positif
Bersyukur banget saya udah dibantu dokter yang profesional dan terpercaya dari YesDok, mantappp;Positif
pilihan yang tepat menggunakan YesDok, selain konsultasi bisa juga sampai pembelian obat dari aplikasi;Positif
Di saat butuh pelayanan yang cepat tentang kesehatan keluarga maupun teman. YesDok jadi solusinya.;Positif
dokter selalu standby 24 jam nonstop, membuat kita jadi ga takut2 lagi kalau mau berobat;Positif
takut kena covid kalau ke rumah sakit atau puskesmas cukup pakai aplikasi YesDok aja semua urusan jadi lancar dan aman;Positif
Dengan aplikasi YesDok yang mudah digunakan sudah ga ragu2 lagi rekomendasikan YesDok ke semua keluarga dan sahabat;Positif
oke banget ni pake aplikasi YesDok. semua informasi tentang Covid dan berbagai penyakit ada semua;Positif
Ga cuma bisa konsultasi by chat aja sama dokter di YesDok. Bisa video call dan beli obat juga buat kalian yang butuh check up ke dokter tanpa perlu antri;Positif
Aangat membantu dan memuaskan karna hanya dengan online bisa konsultasi;Positif
lebih banyak tau tentang banyak penyakit melalui artikel2 dalam aplikasi YesDok;Positif
Bangga dan salut banget punya aplikasi sebaik ini di Indonesia. Walau online tetep aja dokter jawab keluhan pasien dengan cepat. Thanks YesDok;Positif
Apapun keluhannya YesDok lah solusi utamanya. Dokter dari YesDok dijamin profesional dan terpercaya yaa Moms;Positif
Dua bulan yang lalu masih ke RS saat sedang sakit. Sekarang tinggal konsultasi dari hp bisa sekalian beli obat dari aplikasi juga;Positif
YesDok aplikasi yang sangat mudah digunakan dengan pelayanan yang cepat tanpa perlu antri rame2;Positif
hanya cukup dengan membaca artikel dari YesDok aja bisa dapat konsultasi gratis loh. YesDok top bgt;Positif
' Di saat butuh pelayanan cepat saat sakit, YesDok jadi solusi utama kami sekeluarga ';Positif
rasanya dokter pribadi selalu ada setiap saat deh, pake aplikasi YesDok. Bisa konsultasi video call juga.;Positif
Kapan aja kami butuh konsultasi dengan dokter dan mau memesan obat, pake YesDok aja karna pelayanan nya 24 jam dan kualitas dokter pasti terjamin;Positif
terimkasih sebesarbesarnya untuk YesDok. Dari mulai jadi ODP sampai sekarang dinyatakan negatif covid19, semua karena dapet penjelasan yang jelas bgt dari dokter profesional dan terpercaya.. aplikasi bagus!!;Positif
Aplikasi YesDok gampang banget deh digunakan, ga ribett, dengan tampilannya yang bagus jadi tau gimana caranya konsultasi online;Positif
Karena kesehatan saat ini menjadi nomor satu, kita harus langganan YesDok biar dapat informasi kesehatan yang lengkap dan terpercaya;Positif
Puas pake banget sama pelayanan dokter di YesDok yang ramah dan profesional pake banget juga;Positif
Seneng banget dengan adanya aplikasi YesDok dan dilengkapi fitur playback nya yang sangat membantu;Positif
Buat kalian kalian yang mau berobat ke RS tapi takut covid. YesDok adalah solusi konsultasi dokter, hanya dari genggaman;Positif
Dijaman yang sudah digital sekarang ini, memang kita sangat butuh pelayanan dokter dengan konsultasi yang mudah dan terpercaya;Positif
Ga perlu antri lama lama di RS lagi deh, jadi udah ga khawatir karena ada YesDok yang bisa konsultasi 24 jam;Positif
Seneng deh pake banget, karna bisa ngobrol langsung dengan dokter pilihan kita sendiri. YesDok pelayanannya memang premium;Positif
Berasa punya dokter pribadi yang selalu standby 24 jam.. gak ragu deh pake aplikasi YesDok. Bisa konsultasi video call juga.;Positif
Seneng banget bisa semudah ini konsultasi sama dokter saat sakit dan butuh penanganan sangat cepat,YesDok soluasi nya!;Positif
Aku kira cuma bisa konsultasi online aja guys ternyata bisa sampai ke tahap pembelian obat. Ga cape2 lagi deh untuk keluar rumah!! Great job Yes Dok;Positif
Good;Positif
Beruntung punya aplikasi YesDok bisa konsultasi ke doktet tanpa perlu antri;Positif
Cukup dengan membaca artikel artikel dari YesDok aja bisa dapat konsultasi gratis. YesDok top bgt';Positif
Buat kalian yang mau ke RS tapi takut kena covid. YesDok hadir memberikan solusi konsultasi dokter hanya dari genggaman;Positif
Sekarang dah ga repot-repot lagi tiap bulan antar orangtua aku kontrol ke RS deket rumah. Tinggal buka aplikasi YesDok aja udah bisa langsung konsultasi sama dokter dengan mudah;Positif
Dua bulan lalu aku masih ke RS waktu sakit. Sekarang gampang banget aku tinggal konsultasi dari hp, bisa sekalian beli obat dari aplikasi juga;Positif
Baru pertama kali aku pake aplikasi YesDok, aku langsung jatuh cinta sama pelayanannya fast respon dan bisa diandalkan.;Positif
Ga usah ragu ragu lagi guys!! pake YesDok karena kualitas dokter terjamin banget!!;Positif
Seneng banget pake aplikasi YesDok, konsultasi jadi mudah dan bisa sambil video call an sama dokternya.;Positif
Pake aja aplikasi YesDok guyss, dapat rangkuman langsung konsultasi yang lengkap deh pokoknya.;Positif
Thanks YesDok pelayanannya yang premium dan dokternya profesional!! terpercaya banget;Positif
Beruntung banget punya aplikasi YesDok bisa konsultasi deh ke dokter tanpa perlu antri;Positif
Saat banyaknya rumor virus corona, sakit demam aja dikira covid. Untung bisa konsultasi di YesDok. Layanan dokternya 24 jam dan ramah.;Positif
YesDok sangat membantu untuk konsultasi dengan dokter, mudah, hanya dalam satu genggaman;Positif
Sekarang jadi jarang ke RS karena cemas juga tertular covid19. Cukup dengan buka aplikasi YesDok semua keluhan langsung terjawab.;Positif
Jadi lebih paham gejala covid sekarang ini karena sering baca-baca artikel kesehatan di YesDok;Positif
Aplikasi YesDok gampang banget deh dipakenya dengan tampilannya yang bagus jadi tau gimana caranya kita konsultasi online;Positif
Pandemi begini kita jadi lebih aware lagi sama sakit ringan sekalipun. Dengan YesDok semua keluhan langsung terjawab;Positif
Aplikasi YesDok recommended banget deh. Bisa konsultasi gratis sampai pembelian obat, ga perlu ribet dehh;Positif
Seneng banget bisa ngobrol langsung dengan dokter pilihan aku sendiri. YesDok pelayanannya memang premium, seneng deh;Positif
Minggu lalu aku batuk ga berhenti jadi takut covid untung pake YesDok jadi bisa konsultasi dengan mudah;Positif
YesDok sangat membantu aku banget untuk konsultasi dokter dengan mudah dalam genggaman;Positif
Saat banyaknya rumor virus, sakit demam aja dikira covid. Untung aku bisa konsultasi di YesDok. Layanan dokternya 24 jam dan ramah ramah banget loh;Positif
Baik;Positif
Apakah konsultasi nya berbayar??;Positif
Bagus banget;Positif
Sangat membantu;Positif
Ramah bgt ya dokternya;Positif
Pelayanannya bintang 5 nih😍😍😍;Positif
masyarakat Indonesia ayo pake yesdok semuanya.;Positif
Aplikasi ini banyak membantu, dokternya ramah tamah dan cepat responnya;Positif
video aplikasinya jernih bgt;Positif
Cukup video call udah kelar deh konsultasi;Positif
dokternya jg bagus bagus loh ini hasil konsul;Positif
konsul sama dokter online video call terbantu bgt. Pokok sukaa banget sama aplikasi inii, ngebantu bangett.;Positif
Makasih yesdok, obatnya cepet bgt sampenya;Positif
baru tadi pesen obat eh udah sampe aja;Positif
sampe nya cepet bgt ini pesen obat disini;Positif
astaga cepet bgt obatnya sampe mantep;Positif
wah ini baru aplikasi kesehatan yg mantep;Positif
Aplikasi sangat memuaskan untuk yang mau tanya perihal kesehatan atau sekedar konsultasi saja.Ditangani oleh dokter yg profesional juga yang standby 24 jam;Positif
Aplikasinya sangat membatu dan dokternya juga baik 👍🏻;Positif
Sangat bermanfaat;Positif
Bagus sekali;Positif
Aplikasi ini sangat berguna buat saya;Positif
setiap mau konsul dokter langsung buka apps ini;Positif
disini semua masalah kesehatan jadi mudah;Positif
keren nih apps kesehatannya;Positif
konsul online skrng bisa pake apk ini deh;Positif
skrg juga ayo semua download aplikasi ini;Positif
download ayo skrg juga terus konsul kesehatan;Positif
aplikasi kesehatan kayak gini nih yang terbaik;Positif
Sangat rekomend deh ini apk nya, dokternya pun sangat ramah... love it;Positif
mudah dimengerti bgt aplikasinya;Positif
Aplikasi kesehatan yg bagus banget aplikasinya;Positif
Recommended.banget deh aplikasi kesehatan yg satu ini;Positif
dokternya disini juga baik baik loh guys;Positif
temen temen gw jg banyak yang pake yesdok mantep;Positif
Sangat memuaskan pake aplikasi ini dokternya stanby 24 jam;Positif
saya selalu rekomendasikan yesdok ke semua temen temen;Positif
obatnya cepet bgt sampenya;Positif
Semoga maju terus ya untuk tim yesdok;Positif
yesdok sih pelayanannya emang juara;Positif
Beli obat jadi gampang banget ya;Positif
Tinggal pesen eh bentaran juga nyampe deh;Positif
wow keren bgt aplikasinya;Positif
konsultasi online kirain susah ternyata mudah;Positif
beli obatnya cepet bgt loh ini;Positif
bagus bgt ya apps ini;Positif
Aplikasinya lengkap,dokternya 24 jam,ga nyesel deh,bisa telp,chat or vical jg😊👍🏻👍🏻;Positif
Sangat membantu untuk mengetahui gejala sakit pada pasien. Terima kasih sudah membantu YD;Positif
Aplikasinya bagus, apalagi 24 Jam bisa Tanya ataupun konsultasi... ayo all pakai yesdok. download sekarang juga;Positif
Aplikasi yes dok saat membantu di saat pandemi seperti ini layanan 24jam jadi kapan pun bisa konsultasi;Positif
mau beli obat skrg tinggal pake apk ini;Positif
bantu bgt untuk pesen obat;Positif
semoga terus maju ya yesdok;Positif
Sekarang jamannya konsultasi online. Social dintancinggg;Positif
super disarankan banget buat yang belum coba;Positif
super makasih ya buat yesdok udah bantu banget;Positif
Aplikasi yang yang sangat membantu terutama ada dokter specialis nya itu sangat membantu loh.;Positif
konsul sama dokter jadi gampang gt ya astaga;Positif
pelayanan yesdok ini memuaskan;Positif
apps ini wajib dipunya semua org di Indonesia;Positif
makasih ya yesdok udah bantu aku;Positif
super disarankan banget buat semuanya fiturnya;Positif
semoga aku terus gunakan yesdok ya. aminn;Positif
Sangat memuaskan pake aplikasi ini doktermya standby 24 jam;Positif
Bagus banget aplikasi YesDok ini. 24 jam melayani konsul dan terpercaya. Keren 👍;Positif
Sangat bermanfaat dan berguna;Positif
dokternya super ramah banget ya;Positif
semoga aplikasi yesdok ini terus berjaya ya.;Positif
Solusi buat kita yang mau tanya tanya sama dokter langsung;Positif
Terpercaya dokternya;Positif
Dokternya enak di ajak konsul;Positif
Aplikasinya super bantu banget nihhh;Positif
aplikasi yang super disarankan banget deh;Positif
juara abis deh aplikasi yesdok ini;Positif
Bagus dan sangat membantu sekali terimakasih yesdok;Positif
Dari rumah aja nih bisa tanya tanya lansung;Positif
Sangat membantu sekali terimakasih yesdok, semoga kedepannya semakin bagus kinerja pelayanannya;Positif
layanan yesdok okeee banget nih;Positif
Makasih YesDok Aplikasi yang sangat membantu untuk konsultasi kesehatan saya pribadi, rekomendasi bgt untuk yang mau konsul, fast respon bgt;Positif
Sangat membantu sekali di masa pandemi ini gak perlu tatap muka langsung sama dokternya. Standby 24 jam;Positif
please ini keren betullll;Positif
Makasih yesdok yang telah bantu saya;Positif
sekarang mau konsultasi dokter jadi lebih cepettt;Positif
Aplikasi konsultasi Dokternya terbaik;Positif
Ketemu Dokternya tanpa ke RS;Positif
Dokternya Profesional & terpercaya;Positif
yaampun ternyata gampang bgt ya pake apps ini;Positif
Sangat Memuaskan karena Dokternya 24 jam standby jadi kapanpun bisa menggunakan aplikasi tersebut.;Positif
Mau beli obat skrg tinggal pake apk ini;Positif
'fix bgt aku bakalan pake apps ini terus';Positif
Aplikasi sangat membantu saya untuk konsultasi dengan dokter..;Positif
Konsul sama dokter ya di yesdok aja;Positif
betapa bagusnya apps ini;Positif
terus maju ya yesdok;Positif
Pilihan Utamanya ya YESDOK;Positif
sehat itu mahal ayo pake yesdok untuk cek;Positif
Bintang 5 fix untuk apk ini;Positif
sejak ada yesdok mau beli obat jadi mudah;Positif
apk ini emang juara bgt deh;Positif
mudah bgt pake apk nya;Positif
beres sih semua masalah kesehatan disini;Positif
gaakan nyesel deh pernah coba apps ini;Positif
Bagus banget sangat membantu sekali untuk konsultasi dengan dokter terpercaya .;Positif
udah banyak temen aku yang pake yesdok ini;Positif
24 jam oi mantep bgt;Positif
yesdok akan selalu ada di hati aku;Positif
Selalu sehat kalau pake apps ini;Positif
bagus bgt layanan kesehatannya;Positif
jawaban segala pertanyaan kesehatan ada disini;Positif
dokter online ya yesdok jawabannya;Positif
Sangat memuaskan pakai aplikasi ini, dokternya standby 24jam 👍;Positif
appsnya keren abis ini;Positif
"Aplikasi ini sangat membantu untuk kita yg sedang sakit tapi ga mau berobat ke rumah sakit,dokter'a stanby 24 jam,fast respond dan ramah"".smoga aplikasi ini tetap baik dan makin meningkat pengguna nya.";Positif
pengen banget deh rekomendasi yesdok ini ke semua orang;Positif
Mudah konsul dengan dokter nih jadinya;Positif
mau ketemu dokter skrg tinggal pake yesdok aja;Positif
dokter standby 48jam, sangat membantu sekali, terimakasih yesdok;Positif
beli obat jadi gampang bgt skrg;Positif
ga perlu ribet lagi deh kalau mau beli obat sekarang, bisanya harus keluar rumah dulu, mantap banget pokoknya👍;Positif
konsul jadi super mudah banget loh guys;Positif
Aplikasi bisa di akses dengan mudah,banyak informasi menarik tentang kesehatan, rekomended.;Positif
pesen obat gampang bgt pake yesdok;Positif
semoga terus bisa membantu orang lebih banyak ya;Positif
tampilan dan lain lainnya bagus bgt ya yesdok;Positif
24 jam mantep banget kalau mau apa apa;Positif
terkesima bgt sama pelayanannya;Positif
video call aja cukup bisa langsung konsultasi;Positif
Sangat memuaskan app ini, gaperlu dateng konsulnya;Positif
Berobat dimasa pandemi gini tetep steril karena online aja skrg konsulnya.;Positif
terus berjaya ya yesdok;Positif
apps ini emang juara bgt sih kalo soal konsul online;Positif
semoga terus maju ya yesdok;Positif
Sangat membantu bila ingin bertanya ke dokter dalam jarak jauh.;Positif
gampang bgt loh ini pake apps nya;Positif
apps ini emang paling mantep kalo soal kesehatan;Positif
Sangat berguna;Positif
Sangat membantu dengan aplikasi, mempermudah dalam informasi yang di dapatkan;Positif
Bisa membatu saya untuk konsultasi;Positif
video call doang udah bisa konsul sama dokter mantep;Positif
Manteb banget nih pelayanan yang dikasih sama aplikasi yesdok;Positif
makasih yesdok udah bantu aku beli obat;Positif
Aplikasinya sangat sangat membantu konsultasi dalam keadaan apaapun dan dimana pun , trimakasih banyak untuk para dokter;Positif
dokter nya mantul;Positif
Aplikasi yang memberikan pelayanan yang keren dan mantap abis pokoknya.;Positif
disini dokternya ramah banget ya dan pelayanan oke bangett;Positif
disini dokternya baik baik loh;Positif
mau konsul jadi gampang bgt loh pake apps ini;Positif
Sangat bermanfaat sekali;Positif
ada dokter specialis juga loh mantep;Positif
baik bgt ini dokter dokternya;Positif
percaya bgt aku sama yesdok ini;Positif
percaya bgt aku sama yesdok ini semoga terus jaya;Positif
Bagus bgt semua hasil konsultasi disini;Positif
semoga aplikasi ini terus berjaya ya;Positif
Dokternya selalu kasih rekomendasi yang bagus banget;Positif
oke bgt pelayanan yesdok ini;Positif
selalu kasih pelayanan yang oke bgt loh;Positif
